"","county","state","metro","vaccinated"
"3187","Otsego County","MI","Non-metro",55.5
"3188","Benton County","MN","Metro",43.6
"3189","Kittson County","MN","Non-metro",59.4
"3190","McLeod County","MN","Non-metro",58
"3191","Waseca County","MN","Non-metro",57.3
"3192","Yellow Medicine County","MN","Non-metro",56.7
"3193","DeKalb County","MO","Metro",28
"3194","Hickory County","MO","Non-metro",38.1
"3195","Madison County","MO","Non-metro",39.6
"3196","Bladen County","NC","Non-metro",63.1
"3197","Oliver County","ND","Metro",25.5
"3198","Roosevelt County","NM","Non-metro",38.5
"3199","Churchill County","NV","Non-metro",53.8
"3200","Ulster County","NY","Metro",72.7
"3201","Mahoning County","OH","Metro",57.1
"3202","Garfield County","OK","Non-metro",50.3
"3203","Cameron County","PA","Non-metro",54.8
"3204","Clinton County","PA","Non-metro",44.8
"3205","Juniata County","PA","Non-metro",40.7
"3206","Adjuntas Municipio","PR","Non-metro",76.8
"3207","Naranjito Municipio","PR","Metro",84.2
"3208","San Juan Municipio","PR","Metro",84
"3209","Horry County","SC","Metro",56.3
"3210","Lexington County","SC","Metro",55.5
"3211","McNairy County","TN","Non-metro",47.4
"3212","Washington County","TN","Metro",59.7
"3213","Blanco County","TX","Non-metro",57.2
"3214","Concho County","TX","Non-metro",51.8
"3215","Jefferson County","WA","Non-metro",76.6
"3216","Ketchikan Gateway Borough","AK","Non-metro",65.6
"3217","Glenn County","CA","Non-metro",55.3
"3218","Alamosa County","CO","Non-metro",56.3
"3219","Custer County","CO","Non-metro",48.5
"3220","Dixie County","FL","Non-metro",34.3
"3221","Marion County","GA","Metro",41.3
"3222","Pickens County","GA","Metro",41.6
"3223","Lake County","IL","Metro",78.2
"3224","Vermilion County","IL","Metro",45.8
"3225","Elkhart County","IN","Metro",42.9
"3226","Butler County","KS","Metro",48.6
"3227","Barbour County","AL","Non-metro",45.3
"3228","Drew County","AR","Non-metro",48
"3229","Izard County","AR","Non-metro",38
"3230","Lee County","AR","Non-metro",33.8
"3231","Pope County","AR","Non-metro",49.5
"3232","Stanislaus County","CA","Metro",54
"3233","Tehama County","CA","Non-metro",42.7
"3234","Gunnison County","CO","Non-metro",69.2
"3235","Saguache County","CO","Non-metro",35.8
"3236","Teller County","CO","Metro",54.1
"3237","Banks County","GA","Non-metro",30.4
"3238","Cherokee County","GA","Metro",49.5
"3239","DeKalb County","GA","Metro",56.2
"3240","Long County","GA","Metro",21.3
"3241","Rockdale County","GA","Metro",50.6
"3242","Walker County","GA","Metro",41.2
"3243","Hancock County","IA","Non-metro",49.7
"3244","Harrison County","IA","Metro",52
"3245","Sangamon County","IL","Metro",65
"3246","Jasper County","IN","Metro",47.3
"3247","Porter County","IN","Metro",56.9
"3248","Republic County","KS","Non-metro",50.7
"3249","Harlan County","KY","Non-metro",46.3
"3250","Somerset County","MD","Metro",50.1
"3251","St. Clair County","MO","Non-metro",34.4
"3252","Scott County","MO","Non-metro",43.6
"3253","Unknown County","MO","",NA
"3254","Gaston County","NC","Metro",50.6
"3255","Adams County","ND","Non-metro",48.4
"3256","Divide County","ND","Non-metro",41
"3257","McIntosh County","ND","Non-metro",43.5
"3258","Harlan County","NE","Non-metro",40.2
"3259","Howard County","NE","Metro",42.2
"3260","Keith County","NE","Non-metro",37.7
"3261","Wheeler County","NE","Non-metro",31.7
"3262","McKinley County","NM","Non-metro",87.6
"3263","Socorro County","NM","Non-metro",68.6
"3264","Clinton County","OH","Non-metro",49
"3265","Hamilton County","OH","Metro",62.8
"3266","Clackamas County","OR","Metro",68.8
"3267","Jefferson County","PA","Non-metro",48.5
"3268","Montour County","PA","Metro",78.8
"3269","Mellette County","SD","Non-metro",36.2
"3270","Fayette County","TN","Metro",57
"3271","Sumner County","TN","Metro",48.3
"3272","Borden County","TX","Non-metro",35.2
"3273","Bowie County","TX","Metro",39.4
"3274","Collingsworth County","TX","Non-metro",33.2
"3275","Comal County","TX","Metro",62.1
"3276","Live Oak County","TX","Non-metro",42.7
"3277","Potter County","TX","Metro",45.6
"3278","Randall County","TX","Metro",46.4
"3279","Wasatch County","UT","Non-metro",60.7
"3280","Frederick County","VA","Metro",48
"3281","Middlesex County","VA","Non-metro",63.2
"3282","Falls Church city","VA","Metro",55.5
"3283","Orange County","VT","Non-metro",52.9
"3284","Fremont County","WY","Non-metro",62
